PassengerId,Age,Embarked,Fare,Pclass,Sex,Title,FSize,Survived
146,19.0,2,36.75,2,1,12,2,0.0
147,27.0,2,7.7958,3,1,12,0,1.0
148,9.0,2,34.375,3,0,9,4,0.0
149,36.5,2,26.0,2,1,12,2,0.0
150,42.0,2,13.0,2,1,15,0,0.0
151,51.0,2,12.525,2,1,15,0,0.0
152,22.0,2,66.6,1,0,13,1,1.0
153,55.5,2,08.05,3,1,12,0,0.0
154,40.5,2,14.5,3,1,12,2,0.0
155,29.0,2,7.3125,3,1,12,0,0.0
156,51.0,0,61.3792,1,1,12,1,0.0
157,16.0,1,7.7333,3,0,9,0,1.0
158,30.0,2,08.05,3,1,12,0,0.0
159,29.0,2,8.6625,3,1,12,0,0.0
160,29.0,2,69.55,3,1,8,10,0.0
161,44.0,2,16.1,3,1,12,1,0.0
162,40.0,2,15.75,2,0,13,0,1.0
163,26.0,2,7.775,3,1,12,0,0.0
164,17.0,2,8.6625,3,1,12,0,0.0
165,1.0,2,39.6875,3,1,8,5,0.0
166,9.0,2,20.525,3,1,8,2,1.0
167,29.0,2,55.0,1,0,13,1,1.0
168,45.0,2,27.9,3,0,13,5,0.0
169,29.0,2,25.925,1,1,12,0,0.0
170,28.0,2,56.4958,3,1,12,0,0.0
171,61.0,2,33.5,1,1,12,0,0.0
172,4.0,1,29.125,3,1,8,5,0.0
173,1.0,2,11.1333,3,0,9,2,1.0
174,21.0,2,7.925,3,1,12,0,0.0
175,56.0,0,30.6958,1,1,12,0,0.0
176,18.0,2,7.8542,3,1,12,2,0.0
177,29.0,2,25.4667,3,1,8,4,0.0
178,50.0,0,28.7125,1,0,9,0,0.0
179,30.0,2,13.0,2,1,12,0,0.0
180,36.0,2,0.0,3,1,12,0,0.0
181,29.0,2,69.55,3,0,9,10,0.0
182,29.0,0,15.05,2,1,12,0,0.0
183,9.0,2,31.3875,3,1,8,6,0.0
184,1.0,2,39.0,2,1,8,3,1.0
185,4.0,2,22.025,3,0,9,2,1.0
186,29.0,2,50.0,1,1,12,0,0.0
187,29.0,1,15.5,3,0,13,1,1.0
188,45.0,2,26.55,1,1,12,0,1.0
189,40.0,1,15.5,3,1,12,2,0.0
190,36.0,2,7.8958,3,1,12,0,0.0
191,32.0,2,13.0,2,0,13,0,1.0
192,19.0,2,13.0,2,1,12,0,0.0
193,19.0,2,7.8542,3,0,9,1,1.0
194,3.0,2,26.0,2,1,8,2,1.0
195,44.0,0,27.7208,1,0,13,0,1.0
196,58.0,0,146.5208,1,0,9,0,1.0
197,29.0,1,7.75,3,1,12,0,0.0
198,42.0,2,8.4042,3,1,12,1,0.0
199,29.0,1,7.75,3,0,9,0,1.0
200,24.0,2,13.0,2,0,9,0,0.0
201,28.0,2,9.5,3,1,12,0,0.0
202,29.0,2,69.55,3,1,12,10,0.0
203,34.0,2,6.4958,3,1,12,0,0.0
204,45.5,0,7.225,3,1,12,0,0.0
205,18.0,2,08.05,3,1,12,0,1.0
206,2.0,2,10.4625,3,0,9,1,0.0
207,32.0,2,15.85,3,1,12,1,0.0
208,26.0,0,18.7875,3,1,12,0,1.0
209,16.0,1,7.75,3,0,9,0,1.0
210,40.0,0,31.0,1,1,12,0,1.0
211,24.0,2,07.05,3,1,12,0,0.0
212,35.0,2,21.0,2,0,9,0,1.0
213,22.0,2,7.25,3,1,12,0,0.0
214,30.0,2,13.0,2,1,12,0,0.0
215,29.0,1,7.75,3,1,12,1,0.0
216,31.0,0,113.275,1,0,9,1,1.0
217,27.0,2,7.925,3,0,9,0,1.0
218,42.0,2,27.0,2,1,12,1,0.0
219,32.0,0,76.2917,1,0,9,0,1.0
220,30.0,2,10.5,2,1,12,0,0.0
221,16.0,2,08.05,3,1,12,0,1.0
222,27.0,2,13.0,2,1,12,0,0.0
223,51.0,2,08.05,3,1,12,0,0.0
224,29.0,2,7.8958,3,1,12,0,0.0
225,38.0,2,90.0,1,1,12,1,1.0
226,22.0,2,9.35,3,1,12,0,0.0
227,19.0,2,10.5,2,1,12,0,1.0
228,20.5,2,7.25,3,1,12,0,0.0
229,18.0,2,13.0,2,1,12,0,0.0
230,29.0,2,25.4667,3,0,9,4,0.0
231,35.0,2,83.475,1,0,13,1,1.0
232,29.0,2,7.775,3,1,12,0,0.0
233,59.0,2,13.5,2,1,12,0,0.0
234,5.0,2,31.3875,3,0,9,6,1.0
235,24.0,2,10.5,2,1,12,0,0.0
236,29.0,2,7.55,3,0,9,0,0.0
237,44.0,2,26.0,2,1,12,1,0.0
238,8.0,2,26.25,2,0,9,2,1.0
239,19.0,2,10.5,2,1,12,0,0.0
240,33.0,2,12.275,2,1,12,0,0.0
241,29.0,0,14.4542,3,0,9,1,0.0
242,29.0,1,15.5,3,0,9,1,1.0
243,29.0,2,10.5,2,1,12,0,0.0
244,22.0,2,7.125,3,1,12,0,0.0
245,30.0,0,7.225,3,1,12,0,0.0
246,44.0,1,90.0,1,1,4,2,0.0
247,25.0,2,7.775,3,0,9,0,0.0
248,24.0,2,14.5,2,0,13,2,1.0
249,37.0,2,52.5542,1,1,12,2,1.0
250,54.0,2,26.0,2,1,15,1,0.0
251,29.0,2,7.25,3,1,12,0,0.0
252,29.0,2,10.4625,3,0,13,2,0.0
253,62.0,2,26.55,1,1,12,0,0.0
254,30.0,2,16.1,3,1,12,1,0.0
255,41.0,2,20.2125,3,0,13,2,0.0
256,29.0,0,15.2458,3,0,13,2,1.0
257,29.0,0,79.2,1,0,13,0,1.0
258,30.0,2,86.5,1,0,9,0,1.0
259,35.0,0,512.3292,1,0,9,0,1.0
260,50.0,2,26.0,2,0,13,1,1.0
261,29.0,1,7.75,3,1,12,0,0.0
262,3.0,2,31.3875,3,1,8,6,1.0
263,52.0,2,79.65,1,1,12,2,0.0
264,40.0,2,0.0,1,1,12,0,0.0
265,29.0,1,7.75,3,0,9,0,0.0
266,36.0,2,10.5,2,1,12,0,0.0
267,16.0,2,39.6875,3,1,12,5,0.0
268,25.0,2,7.775,3,1,12,1,1.0
269,58.0,2,153.4625,1,0,13,1,1.0
270,35.0,2,135.6333,1,0,9,0,1.0
271,29.0,2,31.0,1,1,12,0,0.0
272,25.0,2,0.0,3,1,12,0,1.0
273,41.0,2,19.5,2,0,13,1,1.0
274,37.0,0,29.7,1,1,12,1,0.0
275,29.0,1,7.75,3,0,9,0,1.0
276,63.0,2,77.9583,1,0,9,1,1.0
277,45.0,2,7.75,3,0,9,0,0.0
278,29.0,2,0.0,2,1,12,0,0.0
279,7.0,1,29.125,3,1,8,5,0.0
280,35.0,2,20.25,3,0,13,2,1.0
281,65.0,1,7.75,3,1,12,0,0.0
282,28.0,2,7.8542,3,1,12,0,0.0
283,16.0,2,9.5,3,1,12,0,0.0
284,19.0,2,08.05,3,1,12,0,1.0
285,29.0,2,26.0,1,1,12,0,0.0
286,33.0,0,8.6625,3,1,12,0,0.0
287,30.0,2,9.5,3,1,12,0,1.0
288,22.0,2,7.8958,3,1,12,0,0.0
289,42.0,2,13.0,2,1,12,0,1.0
290,22.0,1,7.75,3,0,9,0,1.0
291,26.0,2,78.85,1,0,9,0,1.0
292,19.0,0,91.0792,1,0,13,1,1.0
293,36.0,0,12.875,2,1,12,0,0.0
294,24.0,2,8.85,3,0,9,0,0.0
295,24.0,2,7.8958,3,1,12,0,0.0
296,29.0,0,27.7208,1,1,12,0,0.0
297,23.5,0,7.2292,3,1,12,0,0.0
298,2.0,2,151.55,1,0,9,3,0.0
299,29.0,2,30.5,1,1,12,0,1.0
300,50.0,0,247.5208,1,0,13,1,1.0
301,29.0,1,7.75,3,0,9,0,1.0
302,29.0,1,23.25,3,1,12,2,1.0
303,19.0,2,0.0,3,1,12,0,0.0
304,29.0,1,12.35,2,0,9,0,1.0
305,29.0,2,08.05,3,1,12,0,0.0
306,0.92,2,151.55,1,1,8,3,1.0
307,29.0,0,110.8833,1,0,9,0,1.0
308,17.0,0,108.9,1,0,13,1,1.0
309,30.0,0,24.0,2,1,12,1,0.0
310,30.0,0,56.9292,1,0,9,0,1.0
311,24.0,0,83.1583,1,0,9,0,1.0
312,18.0,0,262.375,1,0,9,4,1.0
313,26.0,2,26.0,2,0,13,2,0.0
314,28.0,2,7.8958,3,1,12,0,0.0
315,43.0,2,26.25,2,1,12,2,0.0
316,26.0,2,7.8542,3,0,9,0,1.0
317,24.0,2,26.0,2,0,13,1,1.0
318,54.0,2,14.0,2,1,4,0,0.0
319,31.0,2,164.8667,1,0,9,2,1.0
320,40.0,0,134.5,1,0,13,2,1.0
321,22.0,2,7.25,3,1,12,0,0.0
322,27.0,2,7.8958,3,1,12,0,0.0
323,30.0,1,12.35,2,0,9,0,1.0
324,22.0,2,29.0,2,0,13,2,1.0
325,29.0,2,69.55,3,1,12,10,0.0
326,36.0,0,135.6333,1,0,9,0,1.0
327,61.0,2,6.2375,3,1,12,0,0.0
328,36.0,2,13.0,2,0,13,0,1.0
329,31.0,2,20.525,3,0,13,2,1.0
330,16.0,0,57.9792,1,0,9,1,1.0
331,29.0,1,23.25,3,0,9,2,1.0
332,45.5,2,28.5,1,1,12,0,0.0
333,38.0,2,153.4625,1,1,12,1,0.0
334,16.0,2,18.0,3,1,12,2,0.0
335,29.0,2,133.65,1,0,13,1,1.0
336,29.0,2,7.8958,3,1,12,0,0.0
337,29.0,2,66.6,1,1,12,1,0.0
338,41.0,0,134.5,1,0,9,0,1.0
339,45.0,2,08.05,3,1,12,0,1.0
340,45.0,2,35.5,1,1,12,0,0.0
341,2.0,2,26.0,2,1,8,2,1.0
342,24.0,2,263.0,1,0,9,5,1.0
343,28.0,2,13.0,2,1,12,0,0.0
344,25.0,2,13.0,2,1,12,0,0.0
345,36.0,2,13.0,2,1,12,0,0.0
346,24.0,2,13.0,2,0,9,0,1.0
347,40.0,2,13.0,2,0,9,0,1.0
348,29.0,2,16.1,3,0,13,1,1.0
349,3.0,2,15.9,3,1,8,2,1.0
350,42.0,2,8.6625,3,1,12,0,0.0
351,23.0,2,9.225,3,1,12,0,0.0
352,29.0,2,35.0,1,1,12,0,0.0
353,15.0,0,7.2292,3,1,12,2,0.0
354,25.0,2,17.8,3,1,12,1,0.0
355,29.0,0,7.225,3,1,12,0,0.0
356,28.0,2,9.5,3,1,12,0,0.0
357,22.0,2,55.0,1,0,9,1,1.0
358,38.0,2,13.0,2,0,9,0,0.0
359,29.0,1,7.8792,3,0,9,0,1.0
360,29.0,1,7.8792,3,0,9,0,1.0
361,40.0,2,27.9,3,1,12,5,0.0
362,29.0,0,27.7208,2,1,12,1,0.0
363,45.0,0,14.4542,3,0,13,1,0.0
364,35.0,2,07.05,3,1,12,0,0.0
365,29.0,1,15.5,3,1,12,1,0.0
366,30.0,2,7.25,3,1,12,0,0.0
367,60.0,0,75.25,1,0,13,1,1.0
368,29.0,0,7.2292,3,0,13,0,1.0
369,29.0,1,7.75,3,0,9,0,1.0
370,24.0,0,69.3,1,0,11,0,1.0
371,25.0,0,55.4417,1,1,12,1,1.0
372,18.0,2,6.4958,3,1,12,1,0.0
373,19.0,2,08.05,3,1,12,0,0.0
374,22.0,0,135.6333,1,1,12,0,0.0
375,3.0,2,21.075,3,0,9,4,0.0
376,29.0,0,82.1708,1,0,13,1,1.0
377,22.0,2,7.25,3,0,9,0,1.0
378,27.0,0,211.5,1,1,12,2,0.0
379,20.0,0,4.0125,3,1,12,0,0.0
380,19.0,2,7.775,3,1,12,0,0.0
381,42.0,0,227.525,1,0,9,0,1.0
382,1.0,0,15.7417,3,0,9,2,1.0
383,32.0,2,7.925,3,1,12,0,0.0
384,35.0,2,52.0,1,0,13,1,1.0
385,29.0,2,7.8958,3,1,12,0,0.0
386,18.0,2,73.5,2,1,12,0,0.0
387,1.0,2,46.9,3,1,8,7,0.0
388,36.0,2,13.0,2,0,9,0,1.0
389,29.0,1,7.7292,3,1,12,0,0.0
390,17.0,0,12.0,2,0,9,0,1.0
391,36.0,2,120.0,1,1,12,3,1.0
392,21.0,2,7.7958,3,1,12,0,1.0
393,28.0,2,7.925,3,1,12,2,0.0
394,23.0,0,113.275,1,0,9,1,1.0
395,24.0,2,16.7,3,0,13,2,1.0
396,22.0,2,7.7958,3,1,12,0,0.0
397,31.0,2,7.8542,3,0,9,0,0.0
398,46.0,2,26.0,2,1,12,0,0.0
399,23.0,2,10.5,2,1,4,0,0.0
400,28.0,2,12.65,2,0,13,0,1.0
401,39.0,2,7.925,3,1,12,0,1.0
402,26.0,2,08.05,3,1,12,0,0.0
403,21.0,2,9.825,3,0,9,1,0.0
404,28.0,2,15.85,3,1,12,1,0.0
405,20.0,2,8.6625,3,0,9,0,0.0
406,34.0,2,21.0,2,1,12,1,0.0
407,51.0,2,7.75,3,1,12,0,0.0
408,3.0,2,18.75,2,1,8,2,1.0
409,21.0,2,7.775,3,1,12,0,0.0
410,29.0,2,25.4667,3,0,9,4,0.0
411,29.0,2,7.8958,3,1,12,0,0.0
412,29.0,1,6.8583,3,1,12,0,0.0
413,33.0,1,90.0,1,0,9,1,1.0
414,29.0,2,0.0,2,1,12,0,0.0
415,44.0,2,7.925,3,1,12,0,1.0
416,29.0,2,08.05,3,0,13,0,0.0
417,34.0,2,32.5,2,0,13,2,1.0
418,18.0,2,13.0,2,0,9,2,1.0
419,30.0,2,13.0,2,1,12,0,0.0
420,10.0,2,24.15,3,0,9,2,0.0
421,29.0,0,7.8958,3,1,12,0,0.0
422,21.0,1,7.7333,3,1,12,0,0.0
423,29.0,2,7.875,3,1,12,0,0.0
424,28.0,2,14.4,3,0,13,2,0.0
425,18.0,2,20.2125,3,1,12,2,0.0
426,29.0,2,7.25,3,1,12,0,0.0
427,28.0,2,26.0,2,0,13,1,1.0
428,19.0,2,26.0,2,0,9,0,1.0
429,29.0,1,7.75,3,1,12,0,0.0
430,32.0,2,08.05,3,1,12,0,1.0
431,28.0,2,26.55,1,1,12,0,1.0
432,29.0,2,16.1,3,0,13,1,1.0
433,42.0,2,26.0,2,0,13,1,1.0
434,17.0,2,7.125,3,1,12,0,0.0
435,50.0,2,55.9,1,1,12,1,0.0
436,14.0,2,120.0,1,0,9,3,1.0
437,21.0,2,34.375,3,0,9,4,0.0
438,24.0,2,18.75,2,0,13,5,1.0
439,64.0,2,263.0,1,1,12,5,0.0
440,31.0,2,10.5,2,1,12,0,0.0
441,45.0,2,26.25,2,0,13,2,1.0
442,20.0,2,9.5,3,1,12,0,0.0
443,25.0,2,7.775,3,1,12,1,0.0
444,28.0,2,13.0,2,0,14,0,1.0
445,29.0,2,8.1125,3,1,12,0,1.0
446,4.0,2,81.8583,1,1,8,2,1.0
447,13.0,2,19.5,2,0,9,1,1.0
448,34.0,2,26.55,1,1,12,0,1.0
449,5.0,0,19.2583,3,0,9,3,1.0
450,52.0,2,30.5,1,1,7,0,1.0
451,36.0,2,27.75,2,1,12,3,0.0
452,29.0,2,19.9667,3,1,12,1,0.0
453,30.0,0,27.75,1,1,12,0,0.0
454,49.0,0,89.1042,1,1,12,1,1.0
455,29.0,2,08.05,3,1,12,0,0.0
456,29.0,0,7.8958,3,1,12,0,1.0
457,65.0,2,26.55,1,1,12,0,0.0
458,29.0,2,51.8625,1,0,13,1,1.0
459,50.0,2,10.5,2,0,9,0,1.0
460,29.0,1,7.75,3,1,12,0,0.0
461,48.0,2,26.55,1,1,12,0,1.0
462,34.0,2,08.05,3,1,12,0,0.0
463,47.0,2,38.5,1,1,12,0,0.0
464,48.0,2,13.0,2,1,12,0,0.0
465,29.0,2,08.05,3,1,12,0,0.0
466,38.0,2,07.05,3,1,12,0,0.0
467,29.0,2,0.0,2,1,12,0,0.0
468,56.0,2,26.55,1,1,12,0,0.0
469,29.0,1,7.725,3,1,12,0,0.0
470,0.75,0,19.2583,3,0,9,3,1.0
471,29.0,2,7.25,3,1,12,0,0.0
472,38.0,2,8.6625,3,1,12,0,0.0
473,33.0,2,27.75,2,0,13,3,1.0
474,23.0,0,13.7917,2,0,13,0,1.0
475,22.0,2,9.8375,3,0,9,0,0.0
476,29.0,2,52.0,1,1,12,0,0.0
477,34.0,2,21.0,2,1,12,1,0.0
478,29.0,2,7.0458,3,1,12,1,0.0
479,22.0,2,7.5208,3,1,12,0,0.0
480,2.0,2,12.2875,3,0,9,1,1.0
481,9.0,2,46.9,3,1,8,7,0.0
482,29.0,2,0.0,2,1,12,0,0.0
483,50.0,2,08.05,3,1,12,0,0.0
484,63.0,2,9.5875,3,0,13,0,1.0
485,25.0,0,91.0792,1,1,12,1,1.0
486,29.0,2,25.4667,3,0,9,4,0.0
487,35.0,2,90.0,1,0,13,1,1.0
488,58.0,0,29.7,1,1,12,0,0.0
489,30.0,2,08.05,3,1,12,0,0.0
490,9.0,2,15.9,3,1,8,2,1.0
491,29.0,2,19.9667,3,1,12,1,0.0
492,21.0,2,7.25,3,1,12,0,0.0
493,55.0,2,30.5,1,1,12,0,0.0
494,71.0,0,49.5042,1,1,12,0,0.0
495,21.0,2,08.05,3,1,12,0,0.0
496,29.0,0,14.4583,3,1,12,0,0.0
497,54.0,0,78.2667,1,0,9,1,1.0
498,29.0,2,15.1,3,1,12,0,0.0
499,25.0,2,151.55,1,0,13,3,0.0
500,24.0,2,7.7958,3,1,12,0,0.0
501,17.0,2,8.6625,3,1,12,0,0.0
502,21.0,1,7.75,3,0,9,0,0.0
503,29.0,1,7.6292,3,0,9,0,0.0
504,37.0,2,9.5875,3,0,9,0,0.0
505,16.0,2,86.5,1,0,9,0,1.0
506,18.0,0,108.9,1,1,12,1,0.0
507,33.0,2,26.0,2,0,13,2,1.0
508,29.0,2,26.55,1,1,12,0,1.0
509,28.0,2,22.525,3,1,12,0,0.0
510,26.0,2,56.4958,3,1,12,0,1.0
511,29.0,1,7.75,3,1,12,0,1.0
512,29.0,2,08.05,3,1,12,0,0.0
513,36.0,2,26.2875,1,1,12,0,1.0
514,54.0,0,59.4,1,0,13,1,1.0
515,24.0,2,7.4958,3,1,12,0,0.0
516,47.0,2,34.0208,1,1,12,0,0.0
517,34.0,2,10.5,2,0,13,0,1.0
518,29.0,1,24.15,3,1,12,0,0.0
519,36.0,2,26.0,2,0,13,1,1.0
520,32.0,2,7.8958,3,1,12,0,0.0
521,30.0,2,93.5,1,0,9,0,1.0
522,22.0,2,7.8958,3,1,12,0,0.0
523,29.0,0,7.225,3,1,12,0,0.0
524,44.0,0,57.9792,1,0,13,1,1.0
525,29.0,0,7.2292,3,1,12,0,0.0
526,40.5,1,7.75,3,1,12,0,0.0
527,50.0,2,10.5,2,0,9,0,1.0
528,29.0,2,221.7792,1,1,12,0,0.0
529,39.0,2,7.925,3,1,12,0,0.0
530,23.0,2,11.5,2,1,12,3,0.0
531,2.0,2,26.0,2,0,9,2,1.0
532,29.0,0,7.2292,3,1,12,0,0.0
533,17.0,0,7.2292,3,1,12,2,0.0
534,29.0,0,22.3583,3,0,13,2,1.0
535,30.0,2,8.6625,3,0,9,0,0.0
536,7.0,2,26.25,2,0,9,2,1.0
537,45.0,2,26.55,1,1,7,0,0.0
538,30.0,0,106.425,1,0,9,0,1.0
539,29.0,2,14.5,3,1,12,0,0.0
540,22.0,0,49.5,1,0,9,2,1.0
541,36.0,2,71.0,1,0,9,2,1.0
542,9.0,2,31.275,3,0,9,6,0.0
543,11.0,2,31.275,3,0,9,6,0.0
544,32.0,2,26.0,2,1,12,1,1.0
545,50.0,0,106.425,1,1,12,1,0.0
546,64.0,2,26.0,1,1,12,0,0.0
547,19.0,2,26.0,2,0,13,1,1.0
548,29.0,0,13.8625,2,1,12,0,1.0
549,33.0,2,20.525,3,1,12,2,0.0
550,8.0,2,36.75,2,1,8,2,1.0
551,17.0,0,110.8833,1,1,12,2,1.0
552,27.0,2,26.0,2,1,12,0,0.0
553,29.0,1,7.8292,3,1,12,0,0.0
554,22.0,0,7.225,3,1,12,0,1.0
555,22.0,2,7.775,3,0,9,0,1.0
556,62.0,2,26.55,1,1,12,0,0.0
557,48.0,0,39.6,1,0,6,1,1.0
558,29.0,0,227.525,1,1,12,0,0.0
559,39.0,2,79.65,1,0,13,2,1.0
560,36.0,2,17.4,3,0,13,1,1.0
561,29.0,1,7.75,3,1,12,0,0.0
562,40.0,2,7.8958,3,1,12,0,0.0
563,28.0,2,13.5,2,1,12,0,0.0
564,29.0,2,08.05,3,1,12,0,0.0
565,29.0,2,08.05,3,0,9,0,0.0
566,24.0,2,24.15,3,1,12,2,0.0
567,19.0,2,7.8958,3,1,12,0,0.0
568,29.0,2,21.075,3,0,13,4,0.0
569,29.0,0,7.2292,3,1,12,0,0.0
570,32.0,2,7.8542,3,1,12,0,1.0
571,62.0,2,10.5,2,1,12,0,1.0
572,53.0,2,51.4792,1,0,13,2,1.0
