Year;App.;Taxon;Class;Order;Family;Genus;Importer;Exporter;Origin;Importer reported quantity;Exporter reported quantity;Term;Unit;Purpose;Source
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;ZW;;2;leather products (small);;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;ZW;;4;skin pieces;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;ZW;;2;skulls;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;ZW;1;1;tails;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;ZW;17;20;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;ZW;;1;trophies;;H;
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;ZW;4;16;tusks;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;;4;5;ears;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;;21;29;feet;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;;463;;hair;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;;5;;leather products (large);;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;;2;10;leather products (small);;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;;74;64;skin pieces;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;;;1;skulls;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;;3;1;tails;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;;1;;teeth;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;;37;34;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;;15;8;tusks;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZM;ZW;4;;skin pieces;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZM;ZW;2;;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;ZA;1;;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;1;;bone carvings;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;2;;bones;;H;I
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;17;3;bones;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;2;;ears;;H;I
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;45;2;ears;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;3;;feet;;H;U
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;57;3;feet;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;16;8;leather products (large);;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;5;65;leather products (small);;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;;4;skins;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;2;;skin pieces;;H;I
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;105;27;skin pieces;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;11;1;skulls;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;2;;tails;;H;I
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;12;1;tails;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;2;;teeth;;H;I
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;2;;teeth;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;214;56;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;245.4;;tusks;kg;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;79;31;tusks;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;BW;ZA;2;;skin pieces;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;BW;ZA;1;;skulls;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;BW;ZA;2;;tails;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;BW;ZA;15;;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;BW;ZA;2;;tusks;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;BW;;7;;ears;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;BW;;11;;feet;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;BW;;73;;ivory carvings;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;BW;;72;;skin pieces;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;BW;;4;;tails;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;BW;;34;;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;BW;;8;;tusks;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;CM;;1;;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;MZ;ZA;2;;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;NA;;30;30;skin pieces;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;NA;;8;7;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;NA;;2;6;tusks;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;TZ;;1;;skulls;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;TZ;;2;;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;ZM;ZA;1;;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;ZW;ZA;1;;skins;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;ZW;ZA;6;;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;ZW;;2;;feet;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;ZW;;2;;skins;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;ZW;;25;;skin pieces;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;ZW;;;2;tails;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;ZW;;44;15;trophies;;H;W
2009;II;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;ZW;;26;17;tusks;;H;W
2009;II;Terrapene ornata;Reptilia;Testudines;Emydidae;Terrapene;US;RU;;1;;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;AE;NA;;1;1;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;AR;NA;;;11;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;AR;NA;;;1;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;AT;NA;;15;;feet;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;AT;NA;;102;77;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;AT;NA;;1;;skulls;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;AT;NA;;56;;teeth;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;AT;NA;;14;37;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;AU;NA;;;4;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;BE;NA;;7;14;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;BE;NA;;;1;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;BE;ZA;;;1;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;BE;ZA;;;2;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;BG;NA;;21;22;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;BG;ZA;NA;;7;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;BG;ZA;NA;;2;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;BG;ZA;;7;;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;BW;NA;;;1;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CA;NA;;4;;derivatives;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CA;NA;;24;15;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CA;NA;;;3;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CA;US;NA;;3;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CA;ZA;;1;4;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CH;NA;;19;21;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CH;NA;;2;3;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CI;ZA;;;2;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CZ;CH;NA;;1;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CZ;CH;NA;1;;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CZ;NA;;16;;feet;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CZ;NA;;14;11;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;CZ;NA;;1;;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DE;NA;;3;;bones;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DE;NA;;1;;derivatives;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DE;NA;;46;6;feet;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DE;NA;;246;262;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DE;NA;;;1;skins;;H;
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DE;NA;;3;;skin pieces;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DE;NA;;2;2;skulls;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DE;NA;;15;;teeth;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DE;NA;;5;25;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DE;ZA;;2;3;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DK;NA;;;4;feet;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DK;NA;;48;45;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DK;NA;;29;9;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DK;ZA;NA;;1;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DK;ZA;;2;6;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;DK;ZA;;1;2;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;EE;BW;XX;1;;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ES;NA;;1;;bodies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ES;NA;;39;44;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ES;NA;;2;;skin pieces;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ES;NA;;16;12;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ES;ZA;NA;1;;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ES;ZA;NA;;1;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ES;ZA;;;2;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;FI;NA;;11;23;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;FR;NA;;;6;leather products (small);;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;FR;NA;;;55;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;FR;NA;;;1;skulls;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;FR;NA;;;21;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;FR;ZA;;;2;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;GB;NA;;;14;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;GB;NA;;;7;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;GB;ZA;;;7;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;GB;ZA;;;1;skulls;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;GR;ZA;NA;5;5;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;GR;ZA;NA;1;;skin pieces;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;HR;NA;;;8;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;HR;NA;;;3;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;HU;NA;;;29;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;HU;NA;;;13;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;HU;ZA;;;1;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;IN;NA;;;2;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;IS;NA;;;1;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;IT;NA;;2;47;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;IT;NA;;;4;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;IT;ZA;NA;;2;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;IT;ZA;;;1;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;KE;NA;;;4;feet;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;KZ;NA;;;1;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;LI;NA;;;1;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;LT;NA;;;2;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;LT;NA;;3;;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;LV;NA;;4;;feet;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;LV;NA;;;1;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ME;HR;NA;1;;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;MX;NA;;8;7;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;MX;NA;;5;5;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;MX;ZA;;;3;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;MX;ZA;;2;;trophies;;H;F
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;MX;ZA;;1;;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;NA;US;NA;;2;trophies;;H;I
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;NA;ZA;;2;;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;NC;NA;;;1;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;NL;NA;;;2;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;NO;NA;;26;20;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;NO;ZA;;4;6;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;NO;ZA;;2;1;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;NZ;NA;;3;5;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;PL;NA;;;9;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;PL;NA;;11;9;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;PT;NA;;1;5;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;PT;NA;;16;4;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;RO;NA;;;17;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;RO;NA;;5;2;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;RU;NA;;;19;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;RU;NA;;;5;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;RU;ZA;;;2;skins;;H;F
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;RU;ZA;;;2;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;RU;ZA;;;2;trophies;;H;F
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;SE;NA;;;32;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;SE;NA;;36;5;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;SE;ZA;;;1;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;SE;ZA;;1;;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;SI;NA;;3;3;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;SI;NA;;;1;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;SK;NA;;;8;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;SK;NA;;;3;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;SK;ZA;;;1;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;UA;NA;;;5;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;UA;NA;;;1;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;UA;ZA;;;3;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;MZ;NA;1;;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;ZA;3;;skin pieces;;H;I
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;ZA;6;;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;;5;;feet;;H;I
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;;22;11;feet;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;;3;1;garments;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;;;549;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;;2;;skin pieces;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;;1;;skulls;;H;F
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;;1;;skulls;;H;R
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;;1;3;skulls;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;;4;;teeth;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;;13;;trophies;;H;I
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;;1;;trophies;;H;O
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;NA;;731;193;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;ZA;NA;2;2;feet;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;ZA;NA;;14;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;ZA;NA;1;;trophies;;H;I
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;ZA;NA;20;4;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;ZA;;;11;feet;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;ZA;;1;;garments;;H;I
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;ZA;;;34;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;ZA;;;3;skin pieces;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;ZA;;1;1;trophies;;H;F
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;ZA;;2;;trophies;;H;I
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;US;ZA;;36;30;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;XX;ZA;;;1;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ZA;NA;ZA;4;;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ZA;NA;ZA;8;;trophies;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ZA;NA;;1;4;feet;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ZA;NA;;19;48;skins;;H;W
2009;II;Equus zebra hartmannae;Mammalia;Perissodactyla;Equidae;Equus;ZA;NA;;12;14;trophies;;H;W
2009;II;Caracal caracal;Mammalia;Carnivora;Felidae;Caracal;AE;ZA;;;1;trophies;;H;W
2009;II;Caracal caracal;Mammalia;Carnivora;Felidae;Caracal;AT;NA;;2;;skins;;H;W
2009;II;Caracal caracal;Mammalia;Carnivora;Felidae;Caracal;AT;NA;;1;;skulls;;H;W
2009;II;Caracal caracal;Mammalia;Carnivora;Felidae;Caracal;AT;NA;;3;8;trophies;;H;W
2009;II;Caracal caracal;Mammalia;Carnivora;Felidae;Caracal;AT;ZA;;2;4;trophies;;H;W
2009;II;Caracal caracal;Mammalia;Carnivora;Felidae;Caracal;AU;ZA;;;5;trophies;;H;W
2009;II;Caracal caracal;Mammalia;Carnivora;Felidae;Caracal;BE;NA;;1;1;trophies;;H;W
2009;II;Caracal caracal;Mammalia;Carnivora;Felidae;Caracal;BE;ZA;;2;6;trophies;;H;W
