,polarity,date,tweet,tweet_processed,tweet_processed2
30,positif,2019-12-06 00:19:25,"manifestation du 5 décembre, on était nombreux pour défendre la solidarité intergénérationnelle # reformedesretraites # justementjeanmionatoutcompris # merguezparty # ilfaisaitpaschaudcacaopic.twitter.com/cylfh9dd6j",manifestation décembre nombreux défendre solidarité intergénérationnelle reformedesretraites justementjeanmionatoutcompris merguezparty ilfaisaitpaschaudcacao,"['manifestation', 'décembre', 'nombreux', 'défendre', 'solidarité', 'intergénérationnelle', 'reformedesretraites', 'justementjeanmionatoutcompris', 'merguezparty', 'ilfaisaitpaschaudcacao']"
31,positif,2019-12-06 00:19:00,"dans ce climat, l'air est traitre # reformedesretraites",climat air traitre reformedesretraites,"['climat', 'air', 'traitre', 'reformedesretraites']"
32,negatif,2019-12-06 00:18:36,"3/ ""elle ne baissera pas = elle n'augmentera pas non plus avec l'inflation = perte de pouvoir d'achat car de fait cela équivaudra à une baisse en euros constants chaque année. # valp # retraites # 5decembre # reformedesretraites # greves # grevehttps://twitter.com/zabouf/status/1202688699248660482 …",baissera augmentera non plus inflation perte pouvoir achat car fait cela équivaudra baisse euros constants chaque année valp retraites 5decembre reformedesretraites greves greve,"['baisser', 'augmenter', 'non', 'plaire', 'inflation', 'perte', 'pouvoir', 'achat', 'car', 'faire', 'celer', 'équivaloir', 'baisser', 'euro', 'constant', 'chaque', 'année', 'valp', 'retraiter', '5decembre', 'reformedesretraites', 'greves', 'greve']"
33,negatif,2019-12-06 00:18:19,vnr partout j’ai photographié la # manif5decembre à bourg en bresse dans l’ain. ville calme où j’ai grandi. 40 000 habs 5 000 manifestants. la colère n’explose plus que dans les grandes villes https://www.instagram.com/p/b5tucdpoaij/?igshid=b1qn7sqz6hcq … # reformedesretraites # giletsjaunes # grevedu5decembrepic.twitter.com/a3hpjlluxe,vnr partout photographié manif5decembre bourg bresse ain ville calme où grandi 40 000 habs 000 manifestants colère explose plus grandes villes reformedesretraites giletsjaunes grevedu5decembre,"['vnr', 'partout', 'photographier', 'manif5decembre', 'bourg', 'bresse', 'ain', 'ville', 'calmer', 'où', 'grandir', '40', '000', 'habs', '000', 'manifestant', 'colère', 'exploser', 'plaire', 'grand', 'ville', 'reformedesretraites', 'giletsjaunes', 'grevedu5decembre']"
34,negatif,2019-12-06 00:18:19,# reformedesretraites # convergencedesluttes https://twitter.com/mehdimehdinos/status/1202671799735074817 …,reformedesretraites convergencedesluttes,"['reformedesretraites', 'convergencedesluttes']"
35,negatif,2019-12-06 00:18:09,"paris, bogotá, santiago contra la farsa de la reforma pensional # reformedesretraites https://youtu.be/tk0iivtgfge",paris bogotá santiago contra farsa reforma pensional reformedesretraites,"['pari', 'bogotá', 'santiago', 'contrer', 'farsa', 'reformer', 'pensional', 'reformedesretraites']"
36,negatif,2019-12-06 00:17:54,"# hanouna arrête de prendre de haut ce qui te parle de la vrai vie. tu oublie vite d'où tu viens... tellement déçu de toi.. fidel depuis tes début dans tpmp, la t'es devenu trop copain avec le gouvernement # reformedesretraites # balancetonpostpic.twitter.com/jmwgs7eun7",hanouna arrête prendre haut parle vrai vie oublie vite où viens tellement déçu fidel depuis début tpmp devenu trop copain gouvernement reformedesretraites balancetonpost,"['hanouna', 'arrêter', 'prendre', 'haut', 'parler', 'vrai', 'vie', 'oublier', 'vite', 'où', 'venir', 'tellement', 'décevoir', 'fidel', 'depuis', 'début', 'tpmp', 'devenir', 'trop', 'copain', 'gouvernement', 'reformedesretraites', 'balancetonpost']"
37,positif,2019-12-06 00:17:44,ca fait du bien de pouvoir écouter @ dr_moji qui est le plus proche des gens et qui nous entend au chômage ...étant senior pour le monde du travail... et pas de taf ... # reformedesretraites # btp @ cyrilhanouna @ c8tv,ca fait bien pouvoir écouter dr_moji plus proche gens entend chômage senior monde travail taf reformedesretraites btp cyrilhanouna c8tv,"['ca', 'faire', 'bien', 'pouvoir', 'écouter', 'dr_moji', 'plaire', 'proche', 'gens', 'entendre', 'chômage', 'senior', 'monder', 'travail', 'taf', 'reformedesretraites', 'btp', 'cyrilhanouna', 'c8tv']"
38,negatif,2019-12-06 00:16:00,la # reformedesretraites ne sera pas équitable: elle fera plus de trompés que de trompettes. # geralddarmanin et # sibethndiaye se sont soumis aux principes de la communication en macronie : nous balader et nous faire accroîre que vessies sont lanternes. # valp,reformedesretraites équitable fera plus trompés trompettes geralddarmanin sibethndiaye soumis principes communication macronie balader faire accroîre vessies lanternes valp,"['reformedesretraites', 'équitable', 'faire', 'plaire', 'tromper', 'trompette', 'geralddarmanin', 'sibethndiaye', 'soumettre', 'principe', 'communication', 'macronie', 'balader', 'faire', 'accroîre', 'vessie', 'lanterner', 'valp']"
39,negatif,2019-12-06 00:13:20,vnr partout j’ai photographié la # manif5decembre à bourg en bresse dans l’ain. ville (trop) calme où j’ai grandi. 40 000 habs 5 000 manifestants. # reformedesretraites # giletsjaunes # tousvnr http://instagram.com/p/b5tsv7wod8p/ …pic.twitter.com/paoapvjhb6,vnr partout photographié manif5decembre bourg bresse ain ville trop calme où grandi 40 000 habs 000 manifestants reformedesretraites giletsjaunes tousvnr,"['vnr', 'partout', 'photographier', 'manif5decembre', 'bourg', 'bresse', 'ain', 'ville', 'trop', 'calmer', 'où', 'grandir', '40', '000', 'habs', '000', 'manifestant', 'reformedesretraites', 'giletsjaunes', 'tousvnr']"
40,negatif,2019-12-06 00:09:06,# manif5decembre # reformedesretraites sont classés en tendance.,manif5decembre reformedesretraites classés tendance,"['manif5decembre', 'reformedesretraites', 'classer', 'tendance']"
41,negatif,2019-12-06 00:08:12,"cette bande de pieds nickelés nous mène à la catastrophe économique, écologique et sociale # reformedesretraites # grevedu6decembrepic.twitter.com/fvvhu1uwiq",cette bande pieds nickelés mène catastrophe économique écologique sociale reformedesretraites grevedu6decembre,"['ce', 'bander', 'pied', 'nickeler', 'mener', 'catastrophe', 'économique', 'écologique', 'social', 'reformedesretraites', 'grevedu6decembre']"
42,positif,2019-12-06 00:06:21,l'excellente une de @ libe # reformedesretraites # journalismepic.twitter.com/f3fgjx9l3p,excellente libe reformedesretraites journalisme,"['excellent', 'libe', 'reformedesretraites', 'journalisme']"
43,negatif,2019-12-06 00:06:02,"la # député-e # lrem, directrice d' # école, fervente # défenseur du # droit de la république, # catherineosson, démontre sa splendide # duplicité en fonction de la # têteduclient. # confiance # reformedesretraites # professeurs # wattrelos # roubaix # macron # giletsjaunes # hautsdefrancepic.twitter.com/qnxr2wakfo",député lrem directrice école fervente défenseur droit république catherineosson démontre splendide duplicité fonction têteduclient confiance reformedesretraites professeurs wattrelos roubaix macron giletsjaunes hautsdefrance,"['députer', 'lrem', 'directeur', 'école', 'fervent', 'défenseur', 'droit', 'république', 'catherineosson', 'démontrer', 'splendide', 'duplicité', 'fonction', 'têteduclient', 'confiance', 'reformedesretraites', 'professeur', 'wattrelos', 'roubaix', 'macron', 'giletsjaunes', 'hautsdefrance']"
44,negatif,2019-12-06 00:05:57,la # grevegeneral serait une solution pour le # climat .... cela nous ouvre des perspectives. # grevereconductiblele5 # greve6decembre # reformedesretraites https://twitter.com/bfmparis/status/1202486140818866176 …,grevegeneral solution climat cela ouvre perspectives grevereconductiblele5 greve6decembre reformedesretraites,"['grevegeneral', 'solution', 'climat', 'celer', 'ouvrir', 'perspective', 'grevereconductiblele5', 'greve6decembre', 'reformedesretraites']"
45,negatif,2019-12-06 00:05:52,"ya plus d argent ya plus d argent pour les retraites nous dit la # macronie @ enmarchefr, @ teammacron faut réformer faut réformer ... # tartuffe. vous le sentez le souffle de colère des 1.5 m de manifestants ? # grevegenerale # reformedesretraites # grevedu5decembre # greve6decembrehttps://twitter.com/mariannelemag/status/1202512328945815552 …",ya plus argent ya plus argent retraites dit macronie enmarchefr teammacron faut réformer faut réformer tartuffe sentez souffle colère manifestants grevegenerale reformedesretraites grevedu5decembre greve6decembre,"['ya', 'plaire', 'argent', 'ya', 'plaire', 'argent', 'retraiter', 'dire', 'macronie', 'enmarchefr', 'teammacron', 'falloir', 'réformer', 'falloir', 'réformer', 'tartuffe', 'sentir', 'souffler', 'colère', 'manifestant', 'grevegenerale', 'reformedesretraites', 'grevedu5decembre', 'greve6decembre']"
46,negatif,2019-12-06 00:05:48,"pour tous ceux qui veulent comprendre la # reformedesretraites et arrêter de se faire balader par les politiques et les journalistes qui créent la peur, aller directement lire le rapport @ delevoye https://www.reforme-retraite.gouv.fr/img/pdf/retraite_01-09_leger.pdf …",tous ceux veulent comprendre reformedesretraites arrêter faire balader politiques journalistes créent peur aller directement lire rapport delevoye,"['tout', 'celui', 'vouloir', 'comprendre', 'reformedesretraites', 'arrêter', 'faire', 'balader', 'politique', 'journaliste', 'créer', 'peur', 'aller', 'directement', 'lire', 'rapport', 'delevoye']"
47,negatif,2019-12-06 00:04:09,plus de 65 millions de français qui ne sont pas allés manifester aujourd’hui ... mais pour autant les médias (dont france 2...) continuent de traiter très majoritairement cette réforme sous l’angle de son refus et/ou opposition !! incompréhensible !! # reformedesretraites,plus 65 millions français allés manifester aujourd hui autant médias dont france continuent traiter très majoritairement cette réforme sous angle refus opposition incompréhensible reformedesretraites,"['plaire', '65', 'million', 'français', 'aller', 'manifester', 'aujourd', 'hui', 'autant', 'média', 'dont', 'france', 'continuer', 'traiter', 'très', 'majoritairement', 'ce', 'réformer', 'sou', 'angle', 'refus', 'opposition', 'incompréhensible', 'reformedesretraites']"
48,negatif,2019-12-06 00:02:27,"calculez, c'est pas compliqué! # educationnationale # reformedesretraites # valphttps://twitter.com/rachidowsky13/status/1202714503114297344 …",calculez compliqué educationnationale reformedesretraites valp,"['calculer', 'compliquer', 'educationnationale', 'reformedesretraites', 'valp']"
49,negatif,2019-12-06 00:02:06,"# reformeretraites quand t'explique au gens avec des copier-coller tout droit sortis du rapport, ils crient au fake news. je ne peux rien pour les personnes qui ne veulent pas entendre et pas comprendre # reformedesretraites",reformeretraites quand explique gens copier coller tout droit sortis rapport crient fake news peux rien personnes veulent entendre comprendre reformedesretraites,"['reformeretraites', 'quand', 'expliquer', 'gens', 'copier', 'coller', 'tout', 'droit', 'sortir', 'rapport', 'crier', 'fake', 'new', 'pouvoir', 'rien', 'personne', 'vouloir', 'entendre', 'comprendre', 'reformedesretraites']"
