,polarity,date,tweet,tweet_processed,tweet_processed2
606,,2019-12-30 07:52:00+00:00," @ManonAubryFr, sur le projet de #RéformeDesRetraites : ""Je suis pour une universalité, c'est un droit de nous toutes et nous tous à partir à la #retraite à 60 ans [...] Oui, il faut réformer mais une autre réforme est possible"". @Julie_Hammett #LaMatinaleLCI.",manonaubryfr projet réformedesretraites `` universalité c'est droit toutes tous partir retraite 60 ans ... oui faut réformer autre réforme possible '' julie_hammett lamatinalelci,manonaubryfr projet réformedesretraiter `` universalité ce être droit tout tou partir retraiter 60 an ... oui falloir réformer autre réformer possible '' julie_hammett lamatinalelci
607,,2019-12-30 07:51:34+00:00,#greve30decembre #Retraites #reformedesretraites #SNCF,greve30decembre retraites reformedesretraites sncf,greve30decembre retrait reformedesretraiter sncf
608,,2019-12-30 07:47:55+00:00," @ManonAubryFr, sur le projet de #RéformeDesRetraites : ""J'ai compté : on en est à 9 concessions, 9 régimes spéciaux qui sont conservés. C'est bien la preuve que l'universalité n'a aucun sens"". @Julie_Hammett #LaMatinaleLCI.",manonaubryfr projet réformedesretraites `` j'ai compté concessions régimes spéciaux conservés c'est bien preuve l'universalité aucun sens '' julie_hammett lamatinalelci,manonaubryfr projet réformedesretraiter `` il avoir compter concession régim spécial conserver ce être bien preuve le universalité aucun sens '' julie_hammett lamatinalelci
609,,2019-12-30 07:46:27+00:00,"Mathilde Panot : ""Plus d'une personne sur deux à l'âge de la retraite est déjà au chômage"" #reformedesretraites #greve30decembre #Europe1",mathilde panot `` plus d'une personne deux l'âge retraite déjà chômage '' reformedesretraites greve30decembre europe1,mathilde panot `` plaire de un personne deux le âge retraire déjà chômag '' reformedesretraite greve30decembre europe1
610,,2019-12-30 07:44:03+00:00,"Voeux du 31 décembre: #Macron formulera un ""discours d'apaisement"", confie l'Elysée. L'art de parler pour ne rien dire. Il aurait pu avoir un discours guerrier ? L'apaisement c'est s'il retire le projet européen de la #reformedesretraites pour les français ",voeux 31 décembre macron formulera `` discours d'apaisement '' confie l'elysée l'art parler rien dire pu avoir discours guerrier l'apaisement c'est s'il retire projet européen reformedesretraites français,voeu 31 décembre macron formuler `` discourir de apaisement '' confier le elysée le art parler rien dire pouvoir avoir discours guerrier le apaisement ce être si il retirer projet européen reformedesretraiter français
611,,2019-12-30 07:39:23+00:00,@MathildePanot Vs la sentez la pêche aux bulletins dans l urne en vue D prochaines #Municipales2020 Vraiment consternant ce discours et bête surtout Ce parti est vraiment 1 danger pour ce pays #greve30decembre #Retraitesparpoints #reformedesretraites #Retraites #LFI #Europe1,mathildepanot vs sentez pêche bulletins urne vue prochaines municipales2020 vraiment consternant discours bête surtout parti vraiment danger pays greve30decembre retraitesparpoints reformedesretraites retraites lfi europe1,mathildepanot vs sentir pêcher bulletin urn vu prochain municipales2020 vraiment consterner discourir bête surtout partir vraiment danger pays greve30decembre retraitesparpoint reformedesretraite retrait lfi europe1
612,,2019-12-30 07:38:38+00:00," @Julie_Hammett : ""Les négociations"" autour de la #RéformeDesRetraites ""sont en cours.."" cc @Djebbari_JB. @ManonAubryFr : ""Ce n'était pas de la négociation pendant deux ans ! À quelles demandes de @lacgtcommunique le gouvernement a répondu ?"". #LaMatinaleLCI.",julie_hammett `` négociations '' autour réformedesretraites `` cours.. '' cc djebbari_jb manonaubryfr `` n'était négociation pendant deux ans quelles demandes lacgtcommunique gouvernement répondu '' lamatinalelci,julie_hammett `` négociation '' autour réformedesretraiter `` cours .. '' cc djebbari_jb manonaubryfr `` ne être négociation pendre deux an quel demande lacgtcommuniqu gouvernement répondre '' lamatinalelci
613,,2019-12-30 07:37:01+00:00,"Logiquement, «il n’y aura pas de trêve au nouvel an», explique la #CGT Cheminots. ⁦@EPhilippePM⁩ sous pression. #RéformeDesRetraites ",logiquement trêve nouvel an explique cgt cheminots ephilippepm⁩ sous pression réformedesretraites,logiquement trêve nouvel an expliquer cgt cheminot ephilippepm⁩ sou pression réformedesretraiter
614,,2019-12-30 07:35:41+00:00,Les #commerces du centre-ville de @Laval_la_ville résistent plutôt bien à l'effet des #grèves contre la #RéformeDesRetraites ,commerces centre-ville laval_la_ville résistent plutôt bien l'effet grèves contre réformedesretraites,commerce centre-vill laval_la_ville résister plutôt bien le effet grèv contrer réformedesretraiter
615,,2019-12-30 07:34:40+00:00,Bravo à tous ! On ne lâche rien jusqu’à l’abandon pur et simple de CETTE #reformedesretraites ,bravo tous lâche rien jusqu abandon pur simple cette reformedesretraites,bravo tou lâcher rien jusqu abandon pur simple ce reformedesretraite
616,,2019-12-30 07:34:40+00:00,#reformedesretraites : ⁦@Djebbari_JB⁩ met au chaud son regime special (60 ans le bougre) pour lii et ses amis pilotes) ⁦⁦@EmmanuelMacron⁩ nous a menti (je ne toucherai pas à l’âge légal) et les français trinquent — via ⁦@lemondefr⁩,reformedesretraites djebbari_jb⁩ met chaud regime special 60 ans bougre lii amis pilotes ⁦⁦ emmanuelmacron⁩ menti toucherai âge légal français trinquent via lemondefr⁩,reformedesretraite djebbari_jb⁩ mettre chaud regim special 60 an bougre lii ami pilot ⁦⁦ emmanuelmacron⁩ mentir toucher âge légal français trinquer via lemondefr⁩
617,,2019-12-30 07:31:26+00:00,#greve30decembre #Retraitesparpoints #Retraites #reformedesretraites ,greve30decembre retraitesparpoints retraites reformedesretraites,greve30decembre retraitesparpoint retrait reformedesretraiter
618,,2019-12-30 07:29:18+00:00,#Réformedesretraites : vers un régime de moins en moins universel ? ~ https://www.bfmtv.com/mediaplayer/video/reforme-des-retraites-vers-un-regime-de-moins-en-moins-universel-1211588.html via @BFMTV ~ #grevedelahonte #ReformeRetraiteCheminots #greve30decembre,réformedesretraites vers régime moins moins universel https //www.bfmtv.com/mediaplayer/video/reforme-des-retraites-vers-un-regime-de-moins-en-moins-universel-1211588.html via bfmtv grevedelahonte reformeretraitecheminots greve30decembre,réformedesretraiter ver régime moins moins universel https //www.bfmtv.com / mediaplayer / video / reformer - un - retraite - ver - un - regime - de - moins - en - moins - universel-1211588.html via bfmtv grevedelahont reformeretraitecheminots greve30decembr
619,,2019-12-30 07:28:13+00:00,"Mathilde Panot : les cagnottes pour les grévistes, ""c'est une manière d'être solidaire"" #reformedesretraites #greve30decembre #Europe1",mathilde panot cagnottes grévistes `` c'est manière d'être solidaire '' reformedesretraites greve30decembre europe1,mathilde panot cagnott gréviste `` ce être manière de être solidaire '' reformedesretraite greve30decembre europe1
620,,2019-12-30 07:26:32+00:00,Retraites: l'appel à la grève des bibliothécaires https://www.huffingtonpost.fr/entry/lappel-a-la-greve-de-centaine-de-bibliothecaires_fr_5e08f1fac5b6b5a713afe0ae?ncid=other_facebook_eucluwzme5k&amp;utm_campaign=share_facebook #GiletsJaunes #France #ViveLaRépublique #FREXIT #CGT #CFDT #FO #CFECGC #CFTC #CGTFO #Justice #Référendum #RéformedesRetraites #Constitution #18Janvier #Acte62 #UniContreLeSystème,retraites l'appel grève bibliothécaires https //www.huffingtonpost.fr/entry/lappel-a-la-greve-de-centaine-de-bibliothecaires_fr_5e08f1fac5b6b5a713afe0ae ncid=other_facebook_eucluwzme5k amp utm_campaign=share_facebook giletsjaunes france vivelarépublique frexit cgt cfdt fo cfecgc cftc cgtfo justice référendum réformedesretraites constitution 18janvier acte62 unicontrelesystème,retrait le appel grever bibliothécaire https //www.huffingtonpost.fr / entry / lappel - avoir - le - greve - de - centaine - de - bibliothecaires_fr_5e08f1fac5b6b5a713afe0a ncid = other_facebook_eucluwzme5k amp utm_campaign = share_facebook giletsjaune france vivelarépubliqu frexit cgt cfdt fo cfecgc cftc cgtfo justice référendum réformedesretraiter constitution 18janvier acte62 unicontrelesystèm
621,,2019-12-30 07:26:25+00:00,"Elle a également ajouté que la #reformedesretraites était injuste, notamment parce que les français devront travailler plus pour gagner moins à la retraite (moins que la pension qu'ils auraient perçu sans réforme) @Conf_Batonniers @CNBarreaux @AuroreLalucq @franceinter",également ajouté reformedesretraites injuste notamment parce français devront travailler plus gagner moins retraite moins pension qu'ils perçu sans réforme conf_batonniers cnbarreaux aurorelalucq franceinter,également ajouter reformedesretraite injuste notamment parce français devoir travailler plaire gagner moins retraiter moins pension que il percevoir sans réformer conf_batonnier cnbarreaux aurorelalucq franceinter
622,,2019-12-30 07:23:16+00:00,"Mathilde Panot : ""On ne fait pas grève par plaisir, ils font grève pour l'intérêt général : mieux vaut quelques jours de galère, qu'une retraite de misère"" #reformedesretraites #greve30decembre #Europe1",mathilde panot `` fait grève plaisir font grève l'intérêt général mieux vaut quelques jours galère qu'une retraite misère '' reformedesretraites greve30decembre europe1,mathilde panot `` faire grever plaisir faire grever le intérêt général mieux valoir quelque jour galérer que un retraiter misèr '' reformedesretraite greve30decembre europe1
623,,2019-12-30 07:20:37+00:00, @BFMTV lance une caisse de grève pour soutenir les restaurants #Fauchon ... #greve30decembre #reformedesretraites #RATP #sncfgreve #Macron #LREM,bfmtv lance caisse grève soutenir restaurants fauchon ... greve30decembre reformedesretraites ratp sncfgreve macron lrem,bfmtv lancer caiss grever soutenir restaurant fauchon ... greve30decembre reformedesretraiter ratp sncfgrev macron lrem
624,,2019-12-30 07:20:15+00:00,"Mathilde Panot : ""Ce qui est irresponsable c'est l'attitude du gouvernement qui répond par un grand vide à une mobilisation historique"" #reformedesretraites #greve30decembre #Europe1",mathilde panot `` irresponsable c'est l'attitude gouvernement répond grand vide mobilisation historique '' reformedesretraites greve30decembre europe1,mathilde panot `` irresponsable ce être le attitude gouvernement répondre grand vider mobilisation historique '' reformedesretraite greve30decembre europe1
625,,2019-12-30 07:16:11+00:00,"Message de Pierre Caillaud-Croizat, petit-fils d'Ambroize Croizat, à Julien Bargeton, élu LREM qui a crû malin d'utiliser Croizat pour attaquer la grève contre la #réformedesretraites. ",message pierre caillaud-croizat petit-fils d'ambroize croizat julien bargeton élu lrem crû malin d'utiliser croizat attaquer grève contre réformedesretraites,message pierr caillaud - croizat petit-fils de ambroize croizat julien bargeton élire lrem croître malin de utiliser croizat attaquer grever contrer réformedesretraiter
626,,2019-12-30 07:12:36+00:00,"C'st beau cette capacité du gouvernement à mettre en avant un manque de pédagogie pour expliquer l'opposition des Français et ""en même temps"" à prendre des engagements pour que des tas de personnes échappent à la #reformedesretraites et ainsi les ""rassurer"" ",c'st beau cette capacité gouvernement mettre avant manque pédagogie expliquer l'opposition français `` temps '' prendre engagements tas personnes échappent reformedesretraites ainsi `` rassurer '',ce st beau ce capacité gouvernement mettre avant manqu pédagogie expliquer le opposition français `` temps '' prendre engagement tas personne échapper reformedesretraiter ainsi `` rassurer ''
627,,2019-12-30 07:12:22+00:00,#Paris le dépôt de bus de la #RATP bloqué cette nuit par une cinquantaine de grévistes. Aucun véhicule ne peut sortir. #reformedesretraites #ReformeRetraite #CGT #SNCF #GiletsJaunes #greve30decembre,paris dépôt bus ratp bloqué cette nuit cinquantaine grévistes aucun véhicule peut sortir reformedesretraites reformeretraite cgt sncf giletsjaunes greve30decembre,pari dépôt bus ratp bloquer ce nuire cinquantaine gréviste aucun véhiculer pouvoir sortir reformedesretraiter reformeretraite cgt sncf giletsjaun greve30decembre
628,,2019-12-30 07:09:32+00:00,"Si ça continue, avec mon tweet, je vais mobiliser davantage de soutiens que #JeromeRodrigues ne peut le faire avec son chapeau ! #greve30decembre #Retraites #reformedesretraites #GiletsJaunes #LFI",si ça continue tweet vais mobiliser davantage soutiens jeromerodrigues peut faire chapeau greve30decembre retraites reformedesretraites giletsjaunes lfi,si ça continuer tweet aller mobiliser davantage soutien jeromerodrigu pouvoir faire chapeau greve30decembre retrait reformedesretraite giletsjaun lfi
629,,2019-12-30 07:06:00+00:00,"Blocages de Noël, dialogue précaire... Le gouvernement a-t-il choisi la bonne méthode ? L'ÉCO FACE A FACE #Episode4 &gt;&gt; https://latribune.fr/videos/la-tribune-story/retraites-le-gouvernement-a-t-il-choisi-la-bonne-methode-835995.html #Greve30decembre #Reformedesretraites ",blocages noël dialogue précaire ... gouvernement a-t-il choisi bonne méthode l'éco face face episode4 gt gt https //latribune.fr/videos/la-tribune-story/retraites-le-gouvernement-a-t-il-choisi-la-bonne-methode-835995.html greve30decembre reformedesretraites,blocage noël dialoguer précaire ... gouvernement avoir t il choisir bon méthode le éco face face episode4 gt gt http //latribune.fr / video / le - tribune - story / retraite - le - gouvernement - avoir - t - il - choisir - le - bon - methode-835995.html greve30decembre reformedesretraite
630,,2019-12-30 06:58:14+00:00,"Le Macronisme, cette progéria mentale... #LREM. #reformedesretraites #greve30decembre",macronisme cette progéria mentale ... lrem reformedesretraites greve30decembre,macronisme ce progéria mental ... lrem reformedesretraite greve30decembre
631,,2019-12-30 06:56:20+00:00,"#Macron fait du anti-Hollande. Et ça ne marche pas mieux que le ""Hollande"". Recherche dirigeant désespérément. #reformedesretraites",macron fait anti-hollande ça marche mieux `` hollande '' recherche dirigeant désespérément reformedesretraites,macron faire anti-holland ça marcher mieux `` holland '' rechercher diriger désespérément reformedesretraiter
632,,2019-12-30 06:53:15+00:00,"#greve30decembre à la #SNCF : les prévisions de circulation ce lundi 30 décembre #sncfgreve #reformedesretraites https://www.midilibre.fr/2019/12/29/greve-a-la-sncf-les-previsions-de-circulation-ce-lundi-30-decembre,8632381.php","greve30decembre sncf prévisions circulation lundi 30 décembre sncfgreve reformedesretraites https //www.midilibre.fr/2019/12/29/greve-a-la-sncf-les-previsions-de-circulation-ce-lundi-30-decembre,8632381.php","greve30decembre sncf prévision circulation lundi 30 décembre sncfgrev reformedesretraiter http //www.midilibre.fr/2019/12/29/grev - avoir - le - sncf - le - prevision - de - circulation - ce - lundi-30-decembre,8632381.php"
633,,2019-12-30 06:50:43+00:00,Le GOPÉ grand Manitou de l'#UE libérale sur la #reformedesretraites entre autres.... ,gopé grand manitou ue libérale reformedesretraites entre autres ...,gopé grand manitou ue libéral reformedesretraiter entrer autre ...
634,,2019-12-30 06:49:52+00:00,"Il était temps qu’il s’en aille. Il était insupportable, impoli et rendait le débat inaudible. #sncf #reformedesretraites",temps aille insupportable impoli rendait débat inaudible sncf reformedesretraites,temps aill insupportable impoli rendre débattre inaudible sncf reformedesretraiter
635,,2019-12-30 06:46:47+00:00," ""Les Français se sentent floués"" par cette #RéformeDesRetraites : c'est l'analyse cinglante de @RoyalSegolene, hier dans #EnTouteFranchise sur #LCI, face à @Acarrouer. Écoutez le journal de @TCoiffier #LaMatinaleLCI avec @Julie_Hammett.",`` français sentent floués '' cette réformedesretraites c'est l'analyse cinglante royalsegolene hier entoutefranchise lci face acarrouer écoutez journal tcoiffier lamatinalelci julie_hammett,`` français sentir flouer '' ce réformedesretraiter ce être le analyser cinglant royalsegolene hier entoutefranchise lci face acarrouer écouter journal tcoiffier lamatinalelci julie_hammett
636,,2019-12-30 06:41:04+00:00,pareil ! il faut retirer la #reformedesretraites ! #greve30decembre,pareil faut retirer reformedesretraites greve30decembre,pareil falloir retirer reformedesretraiter greve30decembre
637,,2019-12-30 06:38:09+00:00,"il font grève pour toi, pour nous tous, qui seront impactés par la #reformedesretraites !",font grève tous impactés reformedesretraites,faire grever tou impacté reformedesretraiter
638,,2019-12-30 06:37:07+00:00,#reformedesretraites [CGT] RETRAITES Stoppons le projet de régression sociale ! https://www.anti-k.org/2019/07/18/cgt-retraites-stoppons-le-projet-de-regression-sociale/ via @anti_k_org,reformedesretraites cgt retraites stoppons projet régression sociale https //www.anti-k.org/2019/07/18/cgt-retraites-stoppons-le-projet-de-regression-sociale/ via anti_k_org,reformedesretraite cgt retrait stoppon projet régression social http //www.anti - k.org/2019/07/18/cgt - retraite - stoppon - le - projet - de - regression - sociale/ via anti_k_org
639,,2019-12-30 06:36:55+00:00,Pas mieux. Je n’en peux plus des petits connards #LREM qui se gargarisent de ce non-argument après l’avoir entendu ânonné par des ministres aussi peu crédibles que #BlanquerMent . #greve30decembre #reformedesretraites,mieux peux plus petits connards lrem gargarisent non-argument après avoir entendu ânonné ministres aussi peu crédibles blanquerment greve30decembre reformedesretraites,mieux pouvoir plaire petit connard lrem gargariser non-argument après avoir entendre ânonner ministre aussi peu crédible blanquerment greve30decembr reformedesretraite
640,,2019-12-30 06:35:29+00:00,#Macron après son silence pour fêter un #JoyeuxNoel aux Français une occasion de rattrapage pour le #NouvelAn #Noel #BonneAnnée2020 #politique #LaRem #humour #dessin #reformedesretraites #Greve #RN #MLP @RNational_off,macron après silence fêter joyeuxnoel français occasion rattrapage nouvelan noel bonneannée2020 politique larem humour dessin reformedesretraites greve rn mlp rnational_off,macron après silence fêter joyeuxnoel français occasion rattrapage nouvelan noel bonneannée2020 politique larem humour dessin reformedesretraite grev rn mlp rnational_off
641,,2019-12-30 06:35:14+00:00,#greve30decembre contre la #reformedesretraites : les enjeux d'une nouvelle semaine de #brasdefer #NouvelAnnée2020,greve30decembre contre reformedesretraites enjeux d'une nouvelle semaine brasdefer nouvelannée2020,greve30decembre contrer reformedesretraite enjeu de un nouveau semaine brasdefer nouvelannée2020
642,,2019-12-30 06:35:07+00:00,#ReformeRetraite #reformedesretraites Dossier retraites : des idées reçues et des mensonges propagés… (deux nouveaux documents) https://www.anti-k.org/2019/12/29/retraites-des-idees-recues-et-des-mensonges-propages-deux-nouveaux-documents/ via @anti_k_org,reformeretraite reformedesretraites dossier retraites idées reçues mensonges propagés… deux nouveaux documents https //www.anti-k.org/2019/12/29/retraites-des-idees-recues-et-des-mensonges-propages-deux-nouveaux-documents/ via anti_k_org,reformeretrait reformedesretraiter dossier retrait idée recevoir mensonge propagé … deux nouveau document http //www.anti - k.org/2019/12/29/retraites - un - idee - recu - et - un - mensonge - propage - deux - nouveau - documents/ via anti_k_org
643,,2019-12-30 06:32:37+00:00,Merci @Poulin2012 pour ton analyse de #GreveDecembre2019 #reformedesretraites #Macron #LREM,merci poulin2012 analyse grevedecembre2019 reformedesretraites macron lrem,merci poulin2012 analyser grevedecembre2019 reformedesretraiter macron lrem
644,,2019-12-30 06:32:30+00:00," #RéformeDesRetraites : la grande discrétion d'Emmanuel Macron... Le silence, avant les annonces ? L'édito politique de @MEMalouines. @Julie_Hammett #LaMatinaleLCI.",réformedesretraites grande discrétion d'emmanuel macron ... silence avant annonces l'édito politique memalouines julie_hammett lamatinalelci,réformedesretraiter grand discrétion de emmanuel macron ... silence avant annoncer le édito politique memalouin julie_hammett lamatinalelci
645,,2019-12-30 06:32:22+00:00,"#RéformeDesRetraites de #Macron : Sur l’emballage était écrit #RéformeJuste et #FinDesRégimesSpéciaux et #MaintienDuNiveauDesRetraites Le #gouvernement a menti sur tous ces sujets car il cède aux régimes spéciaux mais généralisera le malus puisque seul 32,2% travaillent à 62 ans.","réformedesretraites macron emballage écrit réformejuste findesrégimesspéciaux maintienduniveaudesretraites gouvernement menti tous sujets car cède régimes spéciaux généralisera malus puisque seul 32,2 travaillent 62 ans","réformedesretraiter macron emballage écrire réformejuste findesrégimesspéciaux maintienduniveaudesretrait gouvernement mentir tou sujet car cèd régim spécial généraliser malus puisque seul 32,2 travailler 62 an"
646,,2019-12-30 06:30:21+00:00,"Oh, finalement, il ne fait qu'appliquer la même méthode de ""négociation"" que #Macron et #EdouardPhilippe... Que cela concerne le code du travail, l'assurance chômage ou la #réformedesretraites #greve30decembre #GreveGenerale",oh finalement fait qu'appliquer méthode `` négociation '' macron edouardphilippe ... cela concerne code travail l'assurance chômage réformedesretraites greve30decembre grevegenerale,oh finalement faire que appliquer méthode `` négociation '' macron edouardphilippe ... celer concerner coder travail le assurance chômage réformedesretraiter greve30decembre grevegeneral
647,,2019-12-30 06:28:30+00:00, #Grève contre la #reformedesretraites : les enjeux d'une nouvelle semaine de bras de fer #greve30decembre https://www.francebleu.fr/infos/economie-social/greve-contre-la-reforme-des-retraites-les-enjeux-d-une-nouvelle-semaine-de-bras-de-fer-1577631929,grève contre reformedesretraites enjeux d'une nouvelle semaine bras fer greve30decembre https //www.francebleu.fr/infos/economie-social/greve-contre-la-reforme-des-retraites-les-enjeux-d-une-nouvelle-semaine-de-bras-de-fer-1577631929,grever contrer reformedesretraite enjeu de un nouveau semaine bras fer greve30decembr http //www.francebleu.fr / info / economie - social / greve - contrer - le - reformer - un - retraite - le - enjeu - d - un - nouveau - semaine - de - bras - de - fer-1577631929
648,,2019-12-30 06:28:26+00:00,#ReformeRetraite #reformedesretraites https://www.facebook.com/100011652794914/posts/883104985421253/?sfnsn=scwspmo&amp;extid=rXdGMgwQWTKxlZY0,reformeretraite reformedesretraites https //www.facebook.com/100011652794914/posts/883104985421253/ sfnsn=scwspmo amp extid=rxdgmgwqwtkxlzy0,reformeretrait reformedesretraiter https //www.facebook.com/100011652794914/posts/883104985421253/ sfnsn = scwspmo amp extid = rxdgmgwqwtkxlzy0
649,,2019-12-30 06:23:04+00:00,"#Réformedesretraites, souffrance au travail : le moral des personnels #soignants est au plus bas ~ https://www.francetvinfo.fr/economie/greve/greve-aux-urgences/reforme-des-retraites-souffrance-au-travail-le-moral-des-personnels-soignants-est-au-plus-bas_3763925.html#xtor=CS2-765-[twitter]- via @franceinfo ~ #greve30decembre #urgences #hopital",réformedesretraites souffrance travail moral personnels soignants plus bas https //www.francetvinfo.fr/economie/greve/greve-aux-urgences/reforme-des-retraites-souffrance-au-travail-le-moral-des-personnels-soignants-est-au-plus-bas_3763925.html xtor=cs2-765- twitter via franceinfo greve30decembre urgences hopital,réformedesretraiter souffrance travail moral personnel soignant plaire bas http //www.francetvinfo.fr / economie / greve / greve - aux - urgence / reformer - un - retraite - souffrance - au - travail - le - moral - un - personnel - soignant - être - au - plaire - bas_3763925.html xtor = cs2 - 765- twitter via franceinfo greve30decembr urgence hopital
650,,2019-12-30 06:18:41+00:00,"À 20h le #31decembre au moment des #VoeuxDeMacron2020 : ça vous dirait de participer à un mega giga #concertDeCasseroles? C'est gratuit, partout en France ;) RT pour inviter tes copains et copines ! #GreveGenerale #GiletsJaunes #reformedesretraites ",20h 31decembre moment voeuxdemacron2020 ça dirait participer mega giga concertdecasseroles c'est gratuit partout france inviter copains copines grevegenerale giletsjaunes reformedesretraites,20h 31decembre moment voeuxdemacron2020 ça dire participer mega giga concertdecasserol ce être gratuit partout france inviter copain copine grevegeneral giletsjaune reformedesretraiter
651,,2019-12-30 06:17:17+00:00,Chère @fmehal Nous vous avons bien entendu hier. Pourriez-vous nous indiquer où passent les cotisations retraites que nos salarié e.s et nous payons lors des vendanges puisque vous affirmez que cela n'existe qu'après 150 h de travail. Merci. #reformedesretraites @AnasseKazib,chère fmehal bien entendu hier pourriez-vous indiquer où passent cotisations retraites salarié e.s payons lors vendanges puisque affirmez cela n'existe qu'après 150 travail merci reformedesretraites anassekazib,cher fmehal bien entendre hier pouvoir - vous indiquer où passer cotisation retrait salarier e.s payon lors vendange puisque affirmer celer ne exister que après 150 travail merci reformedesretraiter anassekazib
652,,2019-12-30 06:16:42+00:00," C'est donc en plein mouvement social contre le projet de #RéformeDesRetraites qu'Emmanuel Macron présentera ses #vœux, demain, à 20h : à suivre en direct sur #La26. À quoi s'attendre ? Écoutez l'analyse de @MEMalouines. @Julie_Hammett @TCoiffier #LaMatinaleLCI.",c'est donc plein mouvement social contre projet réformedesretraites qu'emmanuel macron présentera vœux demain 20h suivre direct la26 quoi s'attendre écoutez l'analyse memalouines julie_hammett tcoiffier lamatinalelci,ce être donc plein mouvement social contrer projet réformedesretraiter que emmanuel macron présenter vœux demain 20h suivre direct la26 quoi si attendre écouter le analyser memalouin julie_hammett tcoiffier lamatinalelci
653,,2019-12-30 06:03:41+00:00,"Je me lance: #EmmanuelMacron appellera au calme et à la raison, rappellera qu'il est élu pr réformer. Mais restera au dessus de la mêlée et laissera faire son Premier ministre. Tant pis pr ceux qui exigent sa médiation, le retrait de l'#AgePivot voire de la #reformedesretraites ",lance emmanuelmacron appellera calme raison rappellera qu'il élu pr réformer restera dessus mêlée laissera faire premier ministre tant pis pr ceux exigent médiation retrait agepivot voire reformedesretraites,lancer emmanuelmacron appeler calmer raison rappeler que il élire pr réformer rester dessus mêler laisser faire premier ministre tant pis pr celui exiger médiation retraire agepivot voire reformedesretraite
654,,2019-12-30 05:48:41+00:00,#greve30decembre. Un étudiant interpellé lors du blocage du dépôt de #saintdenis contre la #reformedesretraites. Rassemblement devant le commissariat de Saint-Denis en soutien. ,greve30decembre étudiant interpellé lors blocage dépôt saintdenis contre reformedesretraites rassemblement devant commissariat saint-denis soutien,greve30decembre étudier interpeller lors blocage dépôt saintdenis contrer reformedesretraiter rassemblement devoir commissariat saint-deni soutien
655,,2019-12-30 05:39:01+00:00,Non à la #reformedesretraites ! ici pour partie dézinguée par appuie sur les rapport du COR ... Et pendant ce temps certains du gouvernement bronzent ! ,non reformedesretraites ici partie dézinguée appuie rapport cor ... pendant temps certains gouvernement bronzent,non reformedesretraiter ici partir dézinguer appui rapport cor ... pendre temps certain gouvernement bronzer
656,,2019-12-30 05:34:57+00:00,Une uniformisation bureaucratique #Bruxelles #Europe #France #Frexit #Retraites #reformedesretraites #GiletsJaunes #Municipales2020 sans abstention,uniformisation bureaucratique bruxelles europe france frexit retraites reformedesretraites giletsjaunes municipales2020 sans abstention,uniformisation bureaucratique bruxell europe france frexit retrait reformedesretraite giletsjaune municipales2020 sans abstention
657,,2019-12-30 05:34:00+00:00,"Mieux: «J'ai décidé de dissoudre l'Assemblée Nationale, la #reformedesretraites et moi-même.»",mieux j'ai décidé dissoudre l'assemblée nationale reformedesretraites moi-même,mieux il avoir décider dissoudre le assembler national reformedesretraiter moi-même
658,,2019-12-30 05:24:34+00:00,"C’est le baroud d’honneur de Philippe Martinez : il sait que sa place à la tête de @lacgtcommunique est désormais menacée car on va lui mettre sur le dos l’échec de la mobilisation contre #reformedesretraites, l’inefficacité des #grèves et la #capitulation de la #SaintSylvestre",baroud honneur philippe martinez sait place tête lacgtcommunique désormais menacée car va mettre dos échec mobilisation contre reformedesretraites inefficacité grèves capitulation saintsylvestre,baroud honneur philippe martiner savoir placer tête lacgtcommuniqu désormais menacer car aller mettre dos échec mobilisation contrer reformedesretraite inefficacité grèv capitulation saintsylvestr
659,,2019-12-30 05:17:44+00:00,"Vous êtes nos héros ! Dignes héritiers de nos Anciens aujourd'hui disparus ! Pour le passé, le présent, le futur, tenez bon ! On donne au #PotCommun, on soutient #GreveGenerale pour le #RetraitDeLaRėforme et la #reformedesretraites",héros dignes héritiers anciens aujourd'hui disparus passé présent futur tenez bon donne potcommun soutient grevegenerale retraitdelarėforme reformedesretraites,héros digne héritier ancien aujourd'huie disparu passer présent futur tenir bon donner potcommun soutenir grevegeneral retraitdelarėforme reformedesretraiter
660,,2019-12-30 05:14:12+00:00,Transports Brest : les cars Macron bloqués ce lundi matin ? #GiletsJaunes #France #ViveLaRépublique #FREXIT #CGT #CFDT #FO #CFECGC #CFTC #CGTFO #Justice #Référendum #RéformedesRetraites #Constitution #18Janvier,transports brest cars macron bloqués lundi matin giletsjaunes france vivelarépublique frexit cgt cfdt fo cfecgc cftc cgtfo justice référendum réformedesretraites constitution 18janvier,transport brest car macron bloquer lundi matin giletsjauner france vivelarépubliqu frexit cgt cfdt fo cfecgc cftc cgtfo justice référendum réformedesretraiter constitution 18janvier
661,,2019-12-30 05:07:38+00:00,"""Ce que montre le rapport... Y a pas de vrai problème financier pour les retraites"" #wtf #reformedesretraites ",`` montre rapport ... vrai problème financier retraites '' wtf reformedesretraites,`` montr rapport ... vrai problème financier retrait '' wtf reformedesretraite
